Barcode,District Name,Name,Party,Candidate Name,Ac_No,Voter Survey Type,Gender,Religion,Qualification,Occupation,Annual Family Income,Age,Did U Vote In The Last Election?,If No Why,If Yes Did The Candidate Your Voted For In The Last Election,The Candidate,Candidates Party,Candidates Caste,IMP: Easier access to drinking water,IMP: Free Electricity,IMP: Free/Subsidized Loans,IMP: Support for Economically-weaker Sections,IMP: Irrigation Programs,IMP: Jobs through rural employment schemes,IMP: Lower rice/wheat prices,IMP: More schools,IMP: More teachers,IMP: School Facilities,IMP: Subsidy for seeds/fertilizers,IMP: Accessibility of MLA/MP,IMP: Better Law and Order/Policing,IMP: Better Public Transport,IMP: Better Roads,IMP: Eradication of Corruption,IMP: More Hospitals/Primary Health Care Centers,IMP: Trustworthiness of MLA,IMP: Security for Women,IMP: Better Electric Supply,IMP: Better Employment Opportunities,IMP: Better Garbage Clearance,IMP: Reservation for Jobs and Education,IMP: Subsidized Food Distribution,IMP: Training for Jobs,PERF: Others,PERF: Easier access to drinking water,PERF: Free Electricity,PERF: Free/Subsidized Loans,PERF: Support for Economically-weaker Sections,PERF: Irrigation Programs,PERF: Jobs through rural employment schemes,PERF: Lower rice/wheat prices,PERF: More schools,PERF: More teachers,PERF: School Facilities,PERF: Subsidy for seeds/fertilizers,PERF: Accessibility of MLA/MP,PERF: Better Law and Order/Policing,PERF: Better Public Transport,PERF: Better Roads,PERF: Eradication of Corruption,PERF: More Hospitals/Primary Health Care Centers,PERF: Trustworthiness of MLA,PERF: Security for Women,PERF: Better Electric Supply,PERF: Better Employment Opportunities,PERF: Better Garbage Clearance,PERF: Reservation for Jobs and Education,PERF: Subsidized Food Distribution,PERF: Training for Jobs,PERF: Others
216021,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,Degree,Others,"1,00,001 to 2,50,000",29,Voted,,Y,VI,I,VI,,,M,,,,,,,,,M,H,M,H,L,M,H,H,H,M,H,M,L,M,H,,,,,,,,,,,,A,G,A,G,B,A,G,G,G,A,G,A,B,A,G
216022,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Degree,Law,"50,001 to 1,00,000",43,Voted,,N,NI,VI,VI,,,,,,,,,,,,M,M,H,H,L,M,H,H,H,M-H,H,M,L,H,H,,,,,,,,,,,,A,A,G,G,B,A,G,G,G,G,G,A,B,G,G
216023,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,Above Degree,Private,"1,00,001 to 2,50,000",51,Voted,,Y,VI,I,NI,,,,,,,,,,,,M,H,M,H,L,M,H,H,H,M,H,L,M,H,H,,,,,,,,,,,,A,G,A,G,B,A,G,G,G,A,G,B,A,G,G
216024,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Above Degree,Govt,"1,00,001 to 2,50,000",32,Voted,,Y,I,NI,VI,M,,,,M,,M,,M,,,M,M,H,H,L,M,M,H,H,M,M,L,L,H,H,,,,,,,,,,,,A,A,G,G,B,A,A,G,G,A,A,B,B,G,G
216025,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,High School,Others,"10,000 to 25,000",32,Did not vote,1,,,,,,,M,,,,,,,,,M,M,H,H,L,M,M,H,H,M,M,L,L,H,H,,,,,,,,,,,,A,A,G,G,B,A,A,G,G,A,A,B,B,G,G
216026,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Degree,Private,"1,00,001 to 2,50,000",37,Voted,,Y,I,VI,NI,M,,,,,,,,,,,M,H,M,H,L,L,M,H,H,M,H,L,L,H,H,,,,,,,,,,,,A,G,A,G,B,B,A,G,G,A,G,B,B,G,G
216027,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,CHRISTIAN,PUC,Others,"25,001 to 50,000",41,Voted,1,,,,,M,,,,M,,M,,,,,M,M,H,H,L,L,M,H,H,L,H,L-M,L,H,H,,,,,,,,,,,,A,A,G,G,B,B,A,G,G,B,G,B,B,G,G
216028,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,Degree,Medical,"2,50,001 to 5,00,000",51,Voted,,Y,VI,NI,NI,,,M,,,,,,M,,M,H,M,M-H,H,L,L-M,M,H,H,L,H,L,L,H,H,,,,,,,,,,,,G,A,G,G,B,B,A,G,G,B,G,B,B,G,G
216029,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,,Male,HINDU,PUC,Others,"25,001 to 50,000",35,Voted,,Y,VI,I,VI,,,M,,M,,M,,M,,,L-M,H,H,H,L-M,L,M,M,M,L,H,L,L,H,H,,,,,,,,,,,,B,G,G,G,B,B,G,A,A,B,G,B,B,G,G
216030,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Degree,Others,"50,001 to 1,00,000",43,Voted,,N,VI,I,NI,M,,M,,M,,M,,,,M,L-M,H,M,H,L,H,M,H,M,L,M,L,M,H,M,,,,,,,,,,,,B,G,A,G,B,G,A,G,A,B,A,,A,G,A
216041,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Degree,Law,"1,00,001 to 2,50,000",42,Voted,,N,I,VI,VI,,,,,M,,,,,,,H,M,M,L,L,L,M,M,L,L-M,H,M,L,M,M,,,,,,,,,,,,G,B,B,B,B,B,A,A,B,B,G,A,B,A,A
216042,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,MUSLIM,Degree,Govt,"2,50,001 to 5,00,000",49,Voted,,N,NI,I,VI,M,,,,,,M,,M,,M,M,H,M,H,L,L,M,H,H,L,M,L-M,M,H,M,,,,,,,,,,,,A,G,A,G,B,B,A,G,G,B,A,B,A,G,G
216043,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,High School,Others,"50,001 to 1,00,000",29,Voted,,Y,I,VI,I,,,M,,,,,,M,,M,M,H,M-H,M,L,M,M,H,M,L,H,L,M,H,M,,,,,,,,,,,,A,G,G,A,B,A,G,G,,B,G,B,A,G,A
216044,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,MUSLIM,Degree,Private,"25,001 to 50,000",28,Voted,,N,NI,I,VI,,,,,,,,,,,,L,M,H,M,L,H,M,H,H,L,M,M-H,,M,M,,,,,,,,,,,,B,A,G,A,B,G,A,G,G,B,A,G,,A,A
216045,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,CHRISTIAN,PUC,Others,"50,001 to 1,00,000",35,Voted,,N,I,VI,NI,M,,,,,,M,,,,,L,H,M,H,L,M,H,M,H,L-M,M,L,M,L,M,,,,,,,,,,,,B,G,A,G,B,A,G,A,,B,A,B,A,B,A
216046,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Primary,Business,"25,001 to 50,000",45,Voted,,Y,I,NI,VI,,,M,,,,M,,M,,,M,M,L,M,L-M,H,M,M,H,L,M,H,M,H,M,,,,,,,,,,,,A,A,B,A,B,G,A,A,G,B,A,G,A,G,A
216047,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,No Education,Others,"Under 10,000",38,Voted,,N,VI,I,I,M,,,,,,,,,,,L,H,M,M,L,H,M,M,H,L-M,M,M,L,H,M,,,,,,,,,,,,B,G,A,A,B,G,A,A,,B,A,A,B,G,A
216048,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,CHRISTIAN,Degree,Private,"50,001 to 1,00,000",28,Voted,,Y,I,VI,NI,,,M,,,,,,M,,,M,H,M,M,L,H,M,M,H,L,M,M,L,H,M,,,,,,,,,,,,A,G,A,A,B,G,A,A,G,B,A,A,B,G,A
216049,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,OTHERS,Degree,Business,"1,00,001 to 2,50,000",50,Voted,,N,VI,NI,I,,,,,M,,,,M,,,H,L,M,H,L,H,M,M,L,M,H,L,M,L,M,,,,,,,,,,,,G,B,A,G,B,G,A,A,B,A,G,B,A,B,A
216050,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,MUSLIM,Above Degree,Private,"1,00,001 to 2,50,000",67,Voted,,Y,NI,VI,I,,,M,,,,,,,,,M,L,H,M,L,H,M,H,H,M,L,M,H,L,M,,,,,,,,,,,,A,B,G,A,B,G,A,G,G,A,B,A,G,B,A
216051,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Degree,Others,"1,00,001 to 2,50,000",40,Voted,,Y,I,NI,I,M,,M,,M,,M,,M,,M,M,H,M,H,L,L,M,H,H,L,H,L,L,H,H,,,,,,,,,,,,A,G,A,G,B,B,A,G,G,B,G,B,B,G,G
216052,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Above Degree,Business,"2,50,001 to 5,00,000",37,Voted,,Y,VI,I,VI,M,,M,,,,M,,,,,M,H,M,H,L,L,H,H,M,L,H,L,L,M,M,,,,,,,,,,,,A,G,A,G,B,B,A,G,A,B,G,B,B,A,A
216053,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Above Degree,,"2,50,001 to 5,00,000",28,Voted,,N,I,I,NI,,,,,,,,,,,,L,H,M,H,L,H,M,H,M,L,M,H,L,M,M,,,,,,,,,,,,B,G,A,G,B,G,A,G,A,B,A,G,B,A,A
216054,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,High School,Business,"25,001 to 50,000",40,Voted,,N,NI,VI,I,,,M,,,,,,M,,,L,H,L,M,L,H,M,H,M,L,M,L,M,L,H,,,,,,,,,,,,B,G,B,A,B,G,A,G,A,B,A,B,A,B,G
216055,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,High School,Others,"25,001 to 50,000",58,Voted,,N,VI,NI,I,,,,,,,M,,M,,M,M,H,M,M,L-M,H,M,M,H,L,M,H,L,H,M,,,,,,,,,,,,A,G,A,A,B,G,A,A,G,B,A,G,B,G,A
216056,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,PUC,Others,"25,001 to 50,000",63,Voted,,N,VI,I,NI,M,,,,M,,M,,M,,,M,M,H,M,L,L,L,H,H,L-M,M,L,M,H,M,,,,,,,,,,,,A,A,G,A,B,B,B,G,G,,A,B,A,G,A
216057,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,PUC,Private,"50,001 to 1,00,000",46,Voted,,N,VI,I,NI,,,M,,,,,,M,,,L-M,H,M,H,L-M,H,M,M,H,L,M,L,M,L,M,,,,,,,,,,,,B,G,A,G,B,G,A,A,G,B,A,B,A,B,A
216058,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,CHRISTIAN,High School,Business,"1,00,001 to 2,50,000",47,Voted,,N,VI,I,NI,,,M,,,,,,M,,,M,H,H,M,L,H,L-M,H,M,M-H,M,L,M,L,M,,,,,,,,,,,,A,G,G,A,B,G,B,G,A,G,A,B,A,B,A
216059,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Male,HINDU,Degree,Others,"1,00,001 to 2,50,000",52,Voted,,N,I,NI,VI,M,,,,M,,,,,,,M,H,L,M,L,H,M,H,M,L,M,H,L,M,M,,B,,,,,,,,,,A,G,B,A,B,G,A,G,A,B,A,G,B,A,A
216060,MYSORE,Krishnaraja,BJP,S.A.RAMADASS,216,URBAN,Female,HINDU,PUC,Others,"25,001 to 50,000",32,Voted,,N,VI,I,NI,,,M,,,,,,,,,L,M,H,H,L,M,H,M,H,L,M,L,M,L,M,,,,,,,,,,,,B,A,G,G,B,A,G,A,G,B,A,B,A,B,A
217001,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Private,"50,001 to 1,00,000",31,Voted,,Y,I,VI,NI,M,,,,M,,M,,,,,M,L,M,H,L,M,H,L,H,L,M,L-M,M,L,M,,,,,,,,,,,,A,B,A,G,B,A,G,B,G,B,A,B,A,B,A
217002,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Govt,"50,001 to 1,00,000",35,Voted,,N,VI,I,VI,M,,,,M,,,,,,,M,H,M,H,L,M,M,M,H,L,M,L-M,M,L,M,,,,,,,,,,,,A,G,A,G,B,A,A,A,G,B,A,B,A,B,A
217003,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,MUSLIM,High School,Business,"50,001 to 1,00,000",43,Voted,,Y,I,VI,NI,,,M,,,,,,M,,,M,H,M,H,L,H,M,M,H,L,M,L-M,M,L-M,M,,,,,,,,,,,,A,G,A,G,B,G,A,A,G,B,A,B,A,B,A
217004,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,CHRISTIAN,Degree,Private,"50,001 to 1,00,000",51,Voted,,Y,NI,I,VI,M,,,,,,M,,M,,,H,M,H,H,L,L,M,H,M,L,M,L-M,L,M,H,,,,,,,,,,,,G,A,G,G,B,B,A,,,,,,,,G
217005,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,High School,Others,"25,001 to 50,000",30,Voted,,N,I,NI,VI,,,,,M,,,,M,,,M,H,M,H,L,M,M,H,M,L,M,L,M,L,M,,,,,,,,,,,,A,G,A,G,B,A,A,G,A,B,A,B,A,B,A
217006,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Private,"1,00,001 to 2,50,000",42,Did not vote,1,,,,,,,M,,,,,,,,,M,H,M,H,L,M,L-M,M,H,L,M,L-M,M,L,M,,,,,,,,,,,,A,G,A,G,B,A,B,A,G,B,A,B,A,B,A
217007,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,No Education,Others,"25,001 to 50,000",51,Voted,,Y,I,NI,VI,M,,M,,,,,,,,,H,M,M,H,L,M,M-H,M,H,L,M,L-M,M,L,M,,,,,,,,,,,,G,A,A,G,B,A,G,A,G,B,A,B,A,B,A
217008,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,CHRISTIAN,High School,Business,"50,001 to 1,00,000",33,Voted,,Y,VI,I,VI,,,M,,,,,,M,,M,L,M,M-H,M,L,H,M-H,M,H,L,M,H,M,L,M,,,,,,,,,,,,B,A,G,A,B,G,G,A,G,B,A,G,A,B,A
217009,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,OTHERS,PUC,Private,"25,001 to 50,000",28,Voted,,Y,VI,I,NI,M,,,,,,,,,,,H,M,M,L,L,M,M,L,H,L,M,L-M,M,L,M,,,,,,,,,,,,G,A,A,B,B,A,A,,G,B,A,B,A,A,A
217010,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,MUSLIM,No Education,Others,"Under 10,000",24,Voted,,N,I,VI,I,,,M,,M,,,,M,,,M-H,M,M,H,L-M,H,M,M,H,L,M,L,M,L,M,,,,,,,,,,,,G,A,A,G,B,G,A,A,G,B,A,B,A,B,A
217011,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,High School,Others,"10,000 to 25,000",26,Voted,,Y,VI,VI,VI,M,,,,M,,M,,M,,,L,M,H,H,L,M,M,H,H,L,M,L,M,H,M,,,,,,,,,,,,B,A,G,G,B,A,A,G,G,B,,B,A,G,A
217012,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,CHRISTIAN,Degree,Business,"25,001 to 50,000",28,Did not vote,1,,,,,M,,,,M,,M,,M,,,H,L,M,M,L,H,M,H,H,L,M,L,M,H,M,,,,,,,,,,,,G,B,A,A,B,G,A,G,G,B,A,B,A,G,A
217013,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,High School,Business,"50,001 to 1,00,000",29,Voted,,Y,I,NI,NI,M,,,,,,M,,M,,M,M-H,M,H,M,L,M,H,L,M,H,L,M,H,L,M,,,,,,,,,,,,G,A,G,A,B,A,G,B,A,G,B,A,G,B,A
217014,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,Primary,Others,"50,001 to 1,00,000",35,Voted,,Y,VI,I,NI,M,,,,M,M,M,,M,,,M,L,M,H,L,M,H,M,H,L,M,L-M,M,L,H,,,,,,,,,,,,A,B,A,G,B,A,G,A,G,B,A,B,A,B,G
217015,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Above Degree,Govt,"1,00,001 to 2,50,000",37,Voted,,Y,VI,VI,VI,M,,,,M,,M,,M,,,H,M,H,M,L,H,M,L,H,M,H,M,L,M,M,,,,,,,,,,,,G,A,G,A,B,G,A,B,G,A,G,A,B,A,A
217016,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Private,"50,001 to 1,00,000",40,Voted,,Y,I,NI,VI,M,,,,M,,M,,M,,,L-M,M,L,H,M,L,H,L,M,M,L,M,L,M,H,,,,,,,,,,,,B,A,B,G,A,B,G,B,A,A,B,A,B,A,G
217017,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,OTHERS,High School,Others,"10,000 to 25,000",42,Voted,,N,VI,I,NI,,,M,,M,,M,,M,,,M,L,H,M,L,M,H,H,M,L,M,M-H,M,H,L,,,,,,,,,,,,A,B,G,A,B,A,G,G,A,B,A,G,A,G,B
217018,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,OTHERS,Primary,Private,"10,000 to 25,000",45,Voted,,Y,NI,I,VI,,,,,M,,,,M,,M,M,H,L,M,L,H,M,L,M,L,H,L,M,M,H,,,,,,,,,,,,A,G,B,A,B,G,A,B,A,B,G,B,A,A,G
217019,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,No Education,Business,"50,001 to 1,00,000",49,Voted,,Y,I,VI,VI,M,,,,M,,M,,M,,,M,H,M,H,L,M,L,M,H,L,H,L,M,L,H,,,,,,,,,,,,A,G,A,G,B,A,B,A,G,B,G,B,A,B,G
217020,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,Primary,Business,"25,001 to 50,000",43,Voted,,Y,I,NI,VI,M,,M,,,,,,,,,M,L,H,M,L,H,M,H,M,L-M,H,M,L,H,M,,,,,,,,,,,,A,B,G,A,B,G,A,G,A,B,G,A,B,G,A
217021,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Others,"25,001 to 50,000",45,Voted,,Y,VI,VI,VI,M,,,,M,,,,,,,H,L,M,H,L,M,H,H,L,M,H,L,M,L,H,,,,,,,,,,,,G,B,A,G,B,A,G,G,B,A,G,B,A,B,G
217022,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,MUSLIM,Degree,Law,"1,00,001 to 2,50,000",43,Voted,,Y,I,I,I,,,,,M,,,,,,,M,H,L,M,L,M,H,M,H,L,M,L,M,L,M,,,,,,,,,,,,A,G,B,A,B,A,G,A,G,B,A,B,A,B,A
217023,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Private,"25,001 to 50,000",47,Did not vote,1,,,,,M,,,M,M,,M,,,,,M,H,L,M,L,M,H,H,L,M,H,L-M,M,L,M,,,,,,,,,,,,A,G,B,A,B,A,G,G,B,A,G,B,A,B,A
217024,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Above Degree,Medical,"2,50,001 to 5,00,000",53,Voted,,Y,VI,I,NI,,,M,,,,,,,,,M,H,L-M,M,L,M,M-H,L,M,M-H,M,L,M,M,H,,,,,,,,,,,,A,G,B,A,B,A,G,B,A,G,A,B,A,A,G
217025,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Others,"25,001 to 50,000",29,Voted,,Y,VI,VI,VI,M,,,,,,M,,M,,,M,L,M,H,L,M,L,L,M,L,H,L,M,H,M,,,,,,,,,,,,A,B,A,G,B,A,B,B,A,B,G,B,A,G,A
217026,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Govt,"1,00,001 to 2,50,000",50,Voted,,Y,I,I,I,M,,,,M,,M,,M,,,H,L,M,H,L,M,H,H,M,L,M,L,M,L,M,,,,,,,,,,,,G,B,A,G,B,A,G,G,A,B,A,B,A,B,A
217027,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,MUSLIM,High School,Business,"50,001 to 1,00,000",33,Voted,,Y,NI,I,VI,,,,,M,,,,M,,M,M,L,M,H,L,M,L,L,H,M,L,M,H,L,M,,,,,,,,,,,,A,B,A,G,B,A,B,B,G,A,B,A,G,B,A
217028,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Engineering,"2,50,001 to 5,00,000",47,Voted,,Y,VI,I,NI,M,,,,,,M,,,,,M,L,M,H,L,M,H,H,M,L,M,L-M,M,L,M,,,,,,,,,,,,A,B,A,G,B,A,G,G,A,B,A,B,A,B,A
217029,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,High School,Others,"25,001 to 50,000",27,Voted,,Y,I,VI,NI,,,,,M,,M,,M,,,H,L,M,H,L,M,L-M,L,M,M,L,M,M,H,M,,,,,,,,,,,,G,B,A,G,B,A,B,B,A,A,B,A,A,G,A
217030,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,CHRISTIAN,High School,Others,"25,001 to 50,000",36,Did not vote,1,,,,,,,M,,,,,,M,,,M,L,M,H,L-M,M,M,L-M,M,L-M,M,L,M,L,M,,,,,,,,,,,,A,B,A,G,B,A,A,,A,B,A,B,A,B,A
217031,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Business,"1,00,001 to 2,50,000",48,Voted,,Y,VI,NI,VI,,,M,,,,,,,,,L,M,M,H,L,M,M,M,H,L,M,L,M,L-M,M,,,,,,B,,,,,,B,A,A,G,B,A,A,A,G,B,A,B,A,B,A
217032,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Govt,"50,001 to 1,00,000",37,Voted,,Y,NI,I,VI,M,,M,,,,,,M,,,L-M,L,M,M,L,M,M,M,H,L,M,H,M,L,M,,,,,,,,,,,,B,B,A,A,B,A,A,A,G,B,A,G,A,B,A
217033,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,MUSLIM,Primary,Business,"25,001 to 50,000",31,Voted,,N,VI,I,VI,,,M,,M,,M,,M,,M,M,L,M,M,L-M,M,L-M,L,M,M-H,M,M,L,M,M,,,,,,,,,,,,A,B,A,A,B,A,B,B,A,G,A,A,B,A,A
217034,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,High School,Others,"25,001 to 50,000",41,Voted,,Y,I,NI,VI,,,,,M,,,,M,,,L,M,H,L,M,H,M,L,M,H,M,L,M,M,H,,,,,,,,,,,,B,A,G,B,A,G,A,B,A,G,A,B,A,A,G
217035,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,PUC,Private,"25,001 to 50,000",30,Voted,,N,VI,I,I,M,,,,,,M,,M,,,H,L,M,H,L,M,H,M,L,M,H,L,M,L,M,,,,,,,,,,,,G,B,A,G,B,A,G,A,B,A,G,B,A,B,A
217036,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,OTHERS,Above Degree,Business,"5,00,001 to 10,00,000",39,Voted,,Y,VI,NI,NI,,,,,,,M,,,,,M,L,M,L,M,H,M,L,M,M-H,M,L-M,M,L,H,,,,,,,,,,,,A,B,A,B,A,G,A,B,A,G,A,B,A,B,G
217037,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,High School,Private,"50,001 to 1,00,000",39,Voted,,Y,I,VI,VI,,,,,M,,,,M,,,M,H,L-M,M,L,M,M,L,M,H,L,M,L,M,M,,,,,,,,,,,,A,G,B,A,B,A,A,B,A,G,B,A,B,A,A
217038,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,HINDU,Primary,Private,"50,001 to 1,00,000",50,Voted,,Y,VI,I,NI,M,,M,,,,,,,,,M-H,H,M,L,L-M,M,M-H,M,H,M,L,M,H,M,H,,,,,,,,,,,,G,G,A,B,B,A,G,A,G,A,B,A,G,A,G
217039,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,CHRISTIAN,PUC,Others,"25,001 to 50,000",2,Voted,,N,I,VI,I,,,M,,,,,,,,,M,L,M,L,L,M,M,L-M,M,L,M,H,L,M-H,,,,,,,,,,,,,A,B,A,B,B,A,A,B,A,B,A,G,B,G,A
217040,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Private,"25,001 to 50,000",45,Voted,,Y,VI,I,NI,M,,,,M,,,,M,,,M,M,H,H,L,L,M,H,H,L,M,L,L,M,H,,,,,,,,,,,,A,A,G,G,A,B,A,G,G,B,A,B,B,A,G
217041,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Degree,Others,"25,001 to 50,000",24,Did not vote,2,,,,,M,,,,,,M,,,,,M,H,M,H,L,L,M,M,M,H,M,L-M,L,M,H,,,,,,,,,,,,A,G,A,G,B,B,A,A,A,G,A,B,B,A,G
217042,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,Above Degree,Medical,"2,50,001 to 5,00,000",45,Voted,,Y,VI,I,NI,,,,,M,,M,,M,,M,M,M,H,M,L,M,M,H,H,L,M,L,L,M,H,,,,,,,,,,,,A,A,G,A,B,A,G,G,G,B,A,B,B,A,G
217043,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Govt,"50,001 to 1,00,000",71,,,,,,,M,,M,,,,,,,,,M,L,M,M,L,H,H,M,M,L,H,L,M,L,M,,,,,,,,,,,,A,B,A,A,B,G,G,A,A,B,G,B,A,B,A
217044,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Male,HINDU,PUC,Business,"50,001 to 1,00,000",37,Voted,,Y,I,NI,I,,,M,,,,,,,,,M-H,L,M,H,L,M,M,L,M,L,M,H,L,H,L,,,,,,,,,,,,G,B,A,G,B,A,A,B,A,B,A,G,B,G,B
217045,MYSORE,Chamaraja,BJP,H.S.SHANKARALINGEGOWDA,217,URBAN,Female,OTHERS,Above Degree,Medical,"2,50,001 to 5,00,000",43,Did not vote,1,,,,,M,,,,,,,,,,,L,M,H,H,M,L,M,M,H,L-M,M,L-M,M,L,M,,,,,,,,,,,,B,A,G,G,A,B,A,A,G,B,A,B,A,B,A
